0 0 0.000000000000E+00 0.000000000000E+00 0.000000000000E+00 3.333333507180E-02 1
1 0 -1.232775626704E-03 -6.359219551086E-03 6.477608345449E-03 3.344356268644E-02 1
2 0 -2.629598136991E-03 -1.381123811007E-02 1.405934151262E-02 3.344207257032E-02 1
3 0 -2.269537420943E-03 -1.503681298345E-02 1.520712114871E-02 3.344198316336E-02 1
4 0 -9.432578372071E-05 -1.202675141394E-02 1.202712114900E-02 3.345789015293E-02 1
5 0 2.773653948680E-03 -1.098027452826E-02 1.132517494261E-02 3.346016630530E-02 1
6 0 5.304659716785E-03 -9.384485892951E-03 1.077998150140E-02 3.345918655396E-02 1
7 0 7.742731366307E-03 -8.408352732658E-03 1.143023557961E-02 3.346366435289E-02 1
8 0 1.005524024367E-02 -7.442106492817E-03 1.250970829278E-02 3.346673399210E-02 1
9 0 1.217898819596E-02 -6.792565807700E-03 1.394513156265E-02 3.346723318100E-02 1
10 0 1.414105389267E-02 -6.140276324004E-03 1.541662774980E-02 3.347018733621E-02 1
11 0 1.601118035614E-02 -5.636108573526E-03 1.697420515120E-02 3.347442299128E-02 1
12 0 1.777209527791E-02 -5.151288118213E-03 1.850359886885E-02 3.347740694880E-02 1
13 0 1.946590468287E-02 -4.750091582537E-03 2.003708668053E-02 3.348082676530E-02 1
14 0 2.113016881049E-02 -4.364413209260E-03 2.157619409263E-02 3.348588570952E-02 1
15 0 2.277697250247E-02 -4.023249726743E-03 2.312957122922E-02 3.349096328020E-02 1
16 0 2.441491559148E-02 -3.700089175254E-03 2.469369955361E-02 3.349576145411E-02 1
17 0 2.607939578593E-02 -3.413822734728E-03 2.630188316107E-02 3.350134566426E-02 1
18 0 2.778725698590E-02 -3.146354109049E-03 2.796482108533E-02 3.350746259093E-02 1
19 0 2.954089827836E-02 -2.907092915848E-03 2.968359552324E-02 3.351330012083E-02 1
20 0 3.135010600090E-02 -2.692832611501E-03 3.146554529667E-02 3.351909294724E-02 1
21 0 3.322906419635E-02 -2.509391633794E-03 3.332367911935E-02 3.352510184050E-02 1
22 0 3.517921641469E-02 -2.351070521399E-03 3.525768965483E-02 3.353083133698E-02 1
23 0 3.719787672162E-02 -2.222125884145E-03 3.726419061422E-02 3.353605419397E-02 1
24 0 3.928748890758E-02 -2.121028490365E-03 3.934470191598E-02 3.354092314839E-02 1
25 0 4.144755750895E-02 -2.047308254987E-03 4.149809107184E-02 3.354531154037E-02 1
26 0 4.367220029235E-02 -1.997340470552E-03 4.371784999967E-02 3.354894369841E-02 1
