0:	6.490935902548E-06
1:	1.524600793346E-05
2:	2.576977203717E-05
3:	3.364860458532E-05
4:	3.821303835139E-05
5:	4.425139923114E-05
6:	5.299646727508E-05
7:	6.158015457913E-05
8:	6.811395724071E-05
9:	7.283178274520E-05
10:	8.000057277968E-05
11:	8.737762982491E-05
12:	9.418644913239E-05
13:	1.007062164717E-04
14:	1.069936188287E-04
15:	1.139749001595E-04
16:	1.208566463902E-04
17:	1.271302899113E-04
18:	1.338412257610E-04
19:	1.404268841725E-04
20:	1.473451411584E-04
21:	1.547714200569E-04
22:	1.619276445126E-04
23:	1.697476545814E-04
24:	1.776738063199E-04
25:	1.855384762166E-04
26:	1.932555751409E-04
27:	2.008776646107E-04
28:	2.088793844450E-04
29:	2.168967475882E-04
30:	2.249030949315E-04
31:	2.329674316570E-04
32:	2.411121386103E-04
33:	2.493961364962E-04
34:	2.576810657047E-04
35:	2.659729798324E-04
36:	2.744010998867E-04
37:	2.828518336173E-04
38:	2.914083888754E-04
39:	2.999934076797E-04
40:	3.086094220635E-04
41:	3.173345467076E-04
42:	3.260785888415E-04
43:	3.349092148710E-04
44:	3.437920531724E-04
45:	3.527320222929E-04
46:	3.617400361691E-04
47:	3.709596348926E-04
48:	3.803125291597E-04
49:	3.897340502590E-04
50:	3.992066485807E-04
51:	4.087738052476E-04
52:	4.183985292912E-04
53:	4.280864668544E-04
54:	4.378495505080E-04
55:	4.476730828173E-04
56:	4.575661441777E-04
57:	4.675153468270E-04
58:	4.775288398378E-04
59:	4.876122693531E-04
60:	4.977549542673E-04
61:	5.079687689431E-04
62:	5.182470194995E-04
63:	5.285955267027E-04
64:	5.390169098973E-04
65:	5.495016812347E-04
66:	5.600604927167E-04
67:	5.706917727366E-04
68:	5.813917377964E-04
69:	5.921644042246E-04
70:	6.030125659890E-04
71:	6.139312172309E-04
72:	6.249162252061E-04
73:	6.359854596667E-04
74:	6.471270462498E-04
75:	6.583749782294E-04
